id,date,title,popularity,ticket_type,ticket_status,price_min,price_max,area,tags
28019869,"2016-11-18","Wendy Clark Band with New Ben Franklins and the gones at Moe's Original Bar-B-Que (November 18, 2016)",2.2e-05,,"Available",8.0,10.0,"Denver",""
28019899,"2016-11-20","Christine Havrilla & Gypsy Fuzz at John & Peter's (November 20, 2016)",0.000133,,,,,"Philadelphia",""
28019904,"2016-11-25","Brandon Glovich at Cafe the Lodge (November 25, 2016)",1.1e-05,,,,,"Philadelphia",""
28019909,"2016-11-25","Callahan Divide at Chelsea Street Pub (November 25, 2016)",4.8e-05,,,,,"Dallas - Fort Worth",""
28019954,"2016-12-11","Robert Sarazin Blake at Al's Den, McMenamin's Crystal Hotel (December 11, 2016)",4.8e-05,,,,,"Portland",""
28019964,"2016-12-12","Robert Sarazin Blake at Al's Den, McMenamin's Crystal Hotel (December 12, 2016)",4.8e-05,,,,,"Portland",""
28019969,"2016-12-13","Robert Sarazin Blake at Al's Den, McMenamin's Crystal Hotel (December 13, 2016)",4.8e-05,,,,,"Portland",""
28019974,"2016-12-14","Robert Sarazin Blake at Al's Den, McMenamin's Crystal Hotel (December 14, 2016)",4.8e-05,,,,,"Portland",""
28019984,"2016-12-15","Robert Sarazin Blake at Al's Den, McMenamin's Crystal Hotel (December 15, 2016)",4.8e-05,,,,,"Portland",""
28019989,"2016-12-16","Robert Sarazin Blake at Al's Den, McMenamin's Crystal Hotel (December 16, 2016)",4.8e-05,,,,,"Portland",""
28020009,"2016-12-17","Robert Sarazin Blake with Johanna Warren at Al's Den, McMenamin's Crystal Hotel (December 17, 2016)",0.000782,,,,,"Portland",""
28020039,"2016-12-30","Robert Sarazin Blake at McMenamin's Anderson School (December 30, 2016)",4.8e-05,,,,,"Seattle",""
28020094,"2017-04-12","Y & T at Gas Monkey Bar N Grill (April 12, 2017)",0.007163,,"Available",16.0,500.0,"Dallas - Fort Worth","glam metal,hard rock,heavy metal"
28020099,"2017-04-15","Y & T at 18th St Pier (April 15, 2017)",0.007155,,,,,"Houston","glam metal,hard rock,heavy metal"
28020109,"2017-04-18","Y & T at Mercy Lounge (April 18, 2017)",0.007155,,,,,"Nashville","glam metal,hard rock,heavy metal"
28020114,"2017-04-20","Y & T at 120 Tavern & Music Hall (April 20, 2017)",0.007155,,,,,"Atlanta","glam metal,hard rock,heavy metal"
28020189,"2017-06-15","U2 By Uv at Dallas Arboretum and Botanical Gardens (June 15, 2017)",2.5e-05,,,,,"Dallas - Fort Worth",""
28020224,"2016-11-25","Lesbo Vrouven and HotKid at The Baby G (November 25, 2016)",5.1e-05,,,,,"Toronto",""
28020259,"2016-11-23","Tusks (UK) at The Waiting Room (November 23, 2016)",1e-05,,,,,"London",""
28020399,"2016-11-10","Metro Station at Subterranean (November 10, 2016)",0.115616,,,,,"Chicago","dance-pop,dance-rock,electropop,pop punk,pop rock,scene"
28020564,"2016-11-12","3LAU with Sk8 and Justin Caruso at The Novo by Microsoft (November 12, 2016)",0.023298,,,,,"Los Angeles","electro house,electronic dance,mashup,progressive house"
28020584,"2016-11-25","3LAU and Justin Caruso with Sk8, Cheat Codes, and 1 more… at Terminal 5 (November 25, 2016)",0.023276,,"Available",False,False,"New York","electro house,electronic dance,mashup,progressive house"
28020594,"2016-12-02","Paco Osuna at Sound Nightclub (December 2, 2016)",0.001341,,,,,"Los Angeles",""
28020634,"2016-11-26","Jackie Greene at The Warfield (November 26, 2016)",0.006759,,"Available",False,False,"SF Bay Area","american,blues,rock,roots rock"
28020649,"2016-11-29","The Naked and Famous with XYLØ and The Chain Gang of 1974 at Fox Theater (November 29, 2016)",0.203129,,,,,"Los Angeles",""
28020654,"2016-11-12","The Long Run - Experience the Eagles at City National Grove of Anaheim (November 12, 2016)",9e-06,,,,,"Los Angeles",""
28020659,"2016-11-18","Jai Wolf with Jerry Folk at The Showbox (November 18, 2016)",0.007128,,,,,"Seattle",""
28020674,"2016-11-22","Bubba Sparxxx with Jelly Roll at Fonda Theatre (November 22, 2016)",0.027587,,"Available",False,False,"Los Angeles","hip hop,hip hop rnb and dance hall"
28020709,"2016-12-02","AURORA and The Pretty Reckless at The Showbox (December 2, 2016)",0.075926,,,,,"Seattle",""
28020764,"2016-12-09","David Crosby at Keswick Theatre (December 9, 2016)",0.008122,,,,,"Philadelphia","folk,folk rock"
28020774,"2016-11-11","Ekali at Rough Trade NYC (November 11, 2016)",0.001243,,,,,"New York",""
28020784,"2016-11-10","Louis the Child with Quinn XCII and Pham at Music Hall of Williamsburg (November 10, 2016)",0.007686,,,,,"New York",""
28020799,"2016-11-12","Sims with Air Credits at Rough Trade NYC (November 12, 2016)",0.002427,,,,,"New York",""
28021309,"2016-11-16","Blue Rodeo at City Winery (November 16, 2016)",0.009824,,,,,"Chicago","canadian,country rock,folk,rock"
28021314,"2016-11-18","Blue Rodeo at City Winery (November 18, 2016)",0.009824,,,,,"Nashville","canadian,country rock,folk,rock"
28021319,"2016-11-20","Blue Rodeo at City Winery Atlanta (November 20, 2016)",0.009824,,,,,"Atlanta","canadian,country rock,folk,rock"
28021324,"2016-11-22","Blue Rodeo at City Winery (November 22, 2016)",0.009824,,,,,"New York","canadian,country rock,folk,rock"
28021429,"2016-12-08","The Cave Singers with Ole Tinder at The Tractor Tavern (December 8, 2016)",0.026068,,"Available",23.0,23.0,"Seattle","rock and indie"
28021434,"2016-12-09","The Cave Singers with Acapulco Lips at The Tractor Tavern (December 9, 2016)",0.026171,,"Available",23.0,23.0,"Seattle","rock and indie"
28021439,"2016-12-10","The Cave Singers and Acapulco Lips at The Shakedown (December 10, 2016)",0.026171,,,,,"Seattle","rock and indie"
28021444,"2016-12-11","The Cave Singers with Acapulco Lips at Mississippi Studios (December 11, 2016)",0.026171,,,,,"Portland","rock and indie"
28022244,"2017-02-11","The Dover Quartet and Avi Avital with Ladom Ensemble at Koerner Hall, TELUS Centre, Royal Conservatory (February 11, 2017)",0.000212,,,,,"Toronto",""
28022509,"2016-11-09","Helmet with Local H at World Café Live (November 9, 2016)",0.023393,,,,,"Philadelphia","metal,rock and indie"
28022564,"2016-11-12","Helmet with Local H at Highline Ballroom (November 12, 2016)",0.023393,,,,,"New York","metal,rock and indie"
28022574,"2016-11-13","Helmet with Local H at Music Hall of Williamsburg (November 13, 2016)",0.023393,,,,,"New York","metal,rock and indie"
28022579,"2016-11-15","Helmet with Local H at Black Cat (November 15, 2016)",0.023393,,,,,"Washington","metal,rock and indie"
28022609,"2016-11-18","Helmet with Local H at The Masquerade - Heaven (November 18, 2016)",0.023154,,,,,"Atlanta","metal,rock and indie"
28022649,"2016-11-25","Helmet with Local H at White Oak Music Hall (November 25, 2016)",0.023393,,,,,"Houston","metal,rock and indie"
28022654,"2016-11-26","Helmet with Local H at Mohawk (November 26, 2016)",0.023393,,,,,"Austin","metal,rock and indie"
28022659,"2016-11-27","Helmet with Local H at Gas Monkey Bar N Grill (November 27, 2016)",0.023393,,,,,"Dallas - Fort Worth","metal,rock and indie"
28022674,"2016-12-01","Helmet with Local H at The Roxy Theatre (December 1, 2016)",0.023393,,,,,"Los Angeles","metal,rock and indie"
28022684,"2016-12-03","Helmet with Local H at Discovery Ventura (December 3, 2016)",0.023393,,"Available",18.0,22.0,"Los Angeles","metal,rock and indie"
28022689,"2017-03-14","SXSW 2017",5e-05,,,,,"Austin",""
28022699,"2016-12-04","Helmet with Local H at The Independent (December 4, 2016)",0.023393,,,,,"SF Bay Area","metal,rock and indie"
28022714,"2016-12-06","Helmet with Local H at Dante's (December 6, 2016)",0.023393,,"Available",24.5,24.5,"Portland","metal,rock and indie"
28022724,"2016-12-07","Helmet with Local H at The Crocodile (December 7, 2016)",0.023393,,,,,"Seattle","metal,rock and indie"
28022759,"2016-12-10","Helmet with Local H at The Marquis Theater (December 10, 2016)",0.023393,,,,,"Denver","metal,rock and indie"
28022824,"2016-12-16","Helmet with Local H at Metro (December 16, 2016)",0.023393,,,,,"Chicago","metal,rock and indie"
28022854,"2016-11-12","Atjazz, Kenny Dope, Jazzie B, Bobby And Steve, and 4 more… at Ministry of Sound (November 12, 2016)",0.00417,,,,,"London",""
28023244,"2016-11-25","Gengahr with Caro at The Courtyard Theatre (November 25, 2016)",0.004788,,,,,"London",""
28023429,"2016-11-18","Pascal Pinon at The Waiting Room (November 18, 2016)",0.001623,,,,,"London",""
28023579,"2016-12-02","Jarren Benton with Nate Rose at Tempt (December 2, 2016)",0.005832,,,,,"Nashville","hip hop"
28023764,"2016-11-09","Saint John And The Revelations at Bernard's (November 9, 2016)",5.2e-05,,,,,"Seattle",""
28023774,"2016-11-11","Resonata and ESSEX (US) with Qreepz, ECHAVOX, and 1 more… at The Vera Project (November 11, 2016)",1.3e-05,,"Unknown",8.0,10.0,"Seattle",""
28023789,"2016-11-10","Saint John And The Revelations at Outer Planet Brewing (November 10, 2016)",5.2e-05,,,,,"Seattle",""
28023914,"2016-11-22","Ordinary Elephant at Liberty Tree Tavern (November 22, 2016)",6e-06,,,,,"Austin",""
28023989,"2016-12-16","Ordinary Elephant at Anderson Fair (December 16, 2016)",6e-06,,,,,"Houston",""
28023999,"2016-11-08","United Pursuit Band at Unknown venue (November 8, 2016)",0.001008,,,,,"Philadelphia",""
28024014,"2016-11-10","United Pursuit Band at Unknown venue (November 10, 2016)",0.001008,,,,,"Washington",""
28024024,"2016-11-20","Hirie with MindState (CO) and Project 432 at Cervantes' Other Side (November 20, 2016)",0.000902,,,,,"Denver",""
28024064,"2016-11-22","Avec Sans with Lyys at Birthdays (November 22, 2016)",0.000637,,,,,"London",""
28024094,"2016-12-02","Hirie with Arise Roots and Iya Terra at The Roxy Theatre (December 2, 2016)",0.000902,,"Available",14.0,16.0,"Los Angeles",""
28024189,"2016-11-11","Sims with Air Credits at Boot & Saddle (November 11, 2016)",0.002427,,,,,"Philadelphia",""
28024209,"2016-11-13","Sims with Air Credits at DC9 Nightclub (November 13, 2016)",0.002427,,,,,"Washington",""
28024229,"2016-12-01","Sims with Air Credits and Mux Mool at The Marquis Theater (December 1, 2016)",0.009002,,"Available",15.0,18.0,"Denver",""
28024234,"2016-12-02","Sims with Air Credits and Sapient at Barboza (December 2, 2016)",0.002407,,,,,"Seattle",""
28024269,"2016-12-03","Sims with Air Credits and Obese Ghost Children at Doug Fir Lounge (December 3, 2016)",0.002407,,"Available",13.0,15.0,"Portland",""
28024304,"2016-12-07","Sims with Air Credits at The Catalyst Atrium (December 7, 2016)",0.002427,,"Available",13.0,13.0,"SF Bay Area",""
28024309,"2016-12-08","Sims with Air Credits at Bottom of the Hill (December 8, 2016)",0.002427,,,,,"SF Bay Area",""
28024314,"2016-12-09","Sims with Air Credits at The Satellite (December 9, 2016)",0.002427,,,,,"Los Angeles",""
28024319,"2016-12-10","Sims with Air Credits at The Wayfarer (December 10, 2016)",0.002427,,,,,"Los Angeles",""
28024339,"2016-12-16","Sims with Air Credits at Three Links (December 16, 2016)",0.002427,,"Available",False,False,"Dallas - Fort Worth",""
28024344,"2016-12-17","Sims with Air Credits at Sidewinder (December 17, 2016)",0.002427,,,,,"Austin",""
28024594,"2016-12-02","The Suffers at Kessler Theater (December 2, 2016)",0.001243,,,,,"Dallas - Fort Worth",""
28024609,"2016-12-03","The Suffers at Kessler Theater (December 3, 2016)",0.001243,,,,,"Dallas - Fort Worth",""
28024664,"2016-12-29","The John Kadlecik Band and John Kadlecik at State Theatre (December 29, 2016)",0.000253,,,,,"Washington",""
28024674,"2016-11-16","Florizel Quartet at China Exchange (November 16, 2016)",0.0,,,,,"London",""
28024679,"2016-12-30","The John Kadlecik Band and John Kadlecik at State Theatre (December 30, 2016)",0.000253,,,,,"Washington",""
28024709,"2016-11-10","Dead Leaf Echo at The Empty Bottle (November 10, 2016)",0.000442,,,,,"Chicago",""
28024714,"2017-02-03","Neal Morse Band and Neal Morse at State Theatre (February 3, 2017)",0.002049,,,,,"Washington",""
28024819,"2016-11-19","Split Single and The Kickback at S.P.A.C.E. (November 19, 2016)",0.000105,,,,,"Chicago",""
28025004,"2016-11-11","Cashmere Cat at The Regency Ballroom (November 11, 2016)",0.034315,,,,,"SF Bay Area","electronic"
28025014,"2016-11-18","Cashmere Cat at The Hoxton (November 18, 2016)",0.032493,,"Available",32.25,32.25,"Toronto","electronic"
28025469,"2017-01-25","Eric Church at Wells Fargo Center (January 25, 2017)",0.121673,,,,,"Philadelphia",""
28025474,"2016-11-11","London Jazz Festival 2016",0.001183,,,,,"London","jazz"
28025489,"2017-02-16","Eric Church at Infinite Energy Arena (February 16, 2017)",0.121673,,,,,"Atlanta","contemporary country,country,country pop,country rock"
28025564,"2017-04-05","Eric Church at Pepsi Center (April 5, 2017)",0.121673,,,,,"Denver",""
28025759,"2016-12-08","Amanda Shires with Andrew Leahey & the Homestead at Dosey Doe - The Big Barn (December 8, 2016)",0.002024,,,,,"Houston",""
28025774,"2016-12-09","Amanda Shires with Andrew Leahey & the Homestead at Texas Union Theatre (December 9, 2016)",0.002024,,,,,"Austin",""
28025864,"2016-11-17","The Main Squeeze at Social Hall SF (November 17, 2016)",0.000947,,,,,"SF Bay Area",""
28026219,"2016-11-13","Martina McBride at The Music Center at Strathmore (November 13, 2016)",0.06068,,,,,"Washington","country"
28026324,"2016-11-10","1939 Ensemble with Mothertapes and Blesst Chest at Holocene (November 10, 2016)",6.4e-05,,,,,"Portland",""
28026369,"2016-11-13","Sassyblack and The Seshen with Tay Sean at Nectar Lounge (November 13, 2016)",0.000565,,,,,"Seattle",""
28026604,"2016-11-20","Lance Canales & the Flood at Biscuits and Blues (November 20, 2016)",2e-05,,,,,"SF Bay Area",""
28026759,"2016-11-10","Pete RG at Elbo Room (November 10, 2016)",8e-05,,,,,"SF Bay Area",""
28026774,"2016-11-30","Aki Kumar at Biscuits and Blues (November 30, 2016)",1.2e-05,,,,,"SF Bay Area",""
28026804,"2016-11-10","Givers & Takers at Sassafras Saloon (November 10, 2016) (CANCELLED) ",8.4e-05,,,,,"Los Angeles",""
28026904,"2016-11-12","johnny beauford at Fred's Texas Cafe - Original (November 12, 2016)",7e-06,,,,,"Dallas - Fort Worth",""
28026964,"2016-11-09","Space Vampire, Iris Noir, and Izzy Cox at Carousel Lounge (November 9, 2016)",0.000158,,,,,"Austin",""
28027639,"2016-11-10","68-75 with Du Bellows at Nell's Jazz & Blues Club (November 10, 2016)",4.7e-05,,,,,"London","atlanta,rock,rock & roll"
28027724,"2016-11-26","Packway Handle Band with The Grassland String Band at The Foundry (November 26, 2016)",0.000302,,,,,"Atlanta",""
28027809,"2016-11-13","Inspector and La Resistencia at Whisky A Go Go (November 13, 2016)",0.004285,,,,,"Los Angeles",""
28027814,"2016-11-14","Inspector at Whisky A Go Go (November 14, 2016)",0.004285,,,,,"Los Angeles",""
28027844,"2017-02-09","Blues in the Night at Creative Cauldron at Artspace Falls Church (February 9, 2017)",3.3e-05,,,,,"Washington",""
28027979,"2016-11-13","Program I with Half And Half and Vocal at International House, University of Chicago (November 13, 2016)",0.000131,,,,,"Chicago",""
28027984,"2016-11-15","Program I with Half And Half and Vocal at Fourth Presbyterian Church - New Chapel (November 15, 2016)",0.000131,,,,,"Chicago",""
28028009,"2016-11-18","The Mercury Tree and Rugby with Zindu at Alberta Street Pub (November 18, 2016)",6.8e-05,,,,,"Portland",""
28028589,"2017-01-13","The New Orleans Suspects at The Hamilton Live (January 13, 2017)",0.000192,,,,,"Washington",""
28029089,"2016-11-10","Slightly Stoopid with Fortunate Youth and Perro Bravo at The Catalyst (November 10, 2016)",0.086247,,,,,"SF Bay Area","blues,dub,folk,psychedelic rock,punk rock,reggae,reggae rock"
28029094,"2016-11-11","Slightly Stoopid with Fortunate Youth and Perro Bravo at Majestic Ventura Theater (November 11, 2016)",0.086979,,,,,"Los Angeles","blues,dub,folk,psychedelic rock,punk rock,reggae,reggae rock"
28029099,"2016-11-12","Deafheaven with Inter Arma and Other Body at Churchill's Pub (November 12, 2016)",0.012705,,,,,"Miami","blackgaze,hipster"
28029134,"2016-11-15","Ben Hammond at Lila B. Lounge, Comedy Works South (November 15, 2016)",4.9e-05,,,,,"Denver",""
28029139,"2016-11-16","Allen Thompson at 5 Spot (November 16, 2016)",0.000106,,,,,"Nashville",""
28029169,"2016-11-25","Euge Groove at One World Theatre (November 25, 2016)",0.005481,,,,,"Austin","smooth jazz"
28029189,"2016-12-02","Euge Groove at Bb King Blues Club & Grill (December 2, 2016)",0.005481,,,,,"New York",""
28029214,"2016-12-21","Euge Groove at Yoshi's Jazz Club, Oakland (December 21, 2016)",0.005481,,,,,"SF Bay Area",""
28029219,"2016-12-22","Euge Groove at Yoshi's Jazz Club, Oakland (December 22, 2016)",0.005481,,,,,"SF Bay Area",""
28029279,"2016-11-07","Betty Soo, Damon K. Clark, Paul Slavens, and Paul Averitt at Kessler Theater (November 7, 2016)",2.4e-05,,,,,"Dallas - Fort Worth",""
28029364,"2016-11-10","Frank Iero and the Patience at Social Hall SF (November 10, 2016) (CANCELLED) ",0.000122,,,,,"SF Bay Area",""
28029369,"2017-05-20","Flux Pavilion at Red Rocks Amphitheatre (May 20, 2017)",0.124468,,,,,"Denver",""
28029404,"2016-11-19","Body Language at Rough Trade NYC (November 19, 2016)",0.020088,,,,,"New York",""
28029414,"2016-11-11","The Motet at Ogden Theatre (November 11, 2016)",0.002216,,,,,"Denver","afrobeat,funk,jazz,rock"
28029419,"2016-11-12","The Motet at Ogden Theatre (November 12, 2016)",0.002216,,,,,"Denver","afrobeat,funk,jazz,rock"
28029779,"2016-12-03","Paco Osuna at The Great Northern San Francisco (December 3, 2016)",0.001354,,"Available",14.99,19.0,"SF Bay Area",""
28033379,"2016-11-07","Frank Iero and Knuckle Puck with PARTYBABY, Frank Iero and the Patience, and 3 more… at Chain Reaction (November 7, 2016) (CANCELLED) ",0.006772,,,,,"Los Angeles",""
28033389,"2016-11-08","Open Mic Night and Paul Slavens with Salim Nourallah at Sundown at Granada (November 8, 2016)",0.000519,,,,,"Dallas - Fort Worth",""
28033399,"2016-11-08","Friday's Foolery at Three Links (November 8, 2016)",1e-06,,,,,"Dallas - Fort Worth",""
28033404,"2016-11-08","Starro at The Catalyst (November 8, 2016)",0.00099,,,,,"SF Bay Area",""
28033414,"2016-11-09","Lee Foss with Rez at Flash (November 9, 2016)",0.005062,,,,,"Washington",""
28033424,"2016-11-09","Louis the Child with Quinn XCII and Pham at The Bowery Ballroom (November 9, 2016)",0.006752,,,,,"New York",""
28033434,"2016-11-09","Glitter Gutter with James Habacker, Hazel Honeysuckle, Gal Friday, and 2 more… at The Slipper Room (November 9, 2016)",3e-06,,,,,"New York",""
28033444,"2016-11-09","Frank Iero and the Patience with PARTYBABY at Troubadour (November 9, 2016) (CANCELLED) ",0.00021,,,,,"Los Angeles",""
28033454,"2016-11-09","Starro with Rexx Life Raj at The Independent (November 9, 2016)",0.001201,,,,,"SF Bay Area",""
28033474,"2016-11-10","Natural Child at The Studio at Webster Hall (November 10, 2016) (CANCELLED) ",0.003457,,,,,"New York",""
28033479,"2016-11-10","The California Honeydrops at Gypsy Sally's (November 10, 2016)",0.001666,,,,,"Washington",""
28033509,"2016-11-10","Bradford Scobie As Sir Richard Castle with Maine Attraction and Dame Cuchifrita at The Slipper Room (November 10, 2016)",0.0,,,,,"New York",""
28033514,"2016-11-10","Malachi at The Vera Project (November 10, 2016)",0.000253,,,,,"Seattle",""
28033519,"2016-11-10","Katastro with Mouse Powell at The Catalyst (November 10, 2016)",0.001375,,,,,"SF Bay Area",""
28033539,"2016-11-11","Amanda Palmer at Queen Elizabeth Theatre (November 11, 2016)",0.016013,,"Available",29.5,35.0,"Toronto","alternative rock,dark cabaret,punk cabaret"
28033544,"2016-11-11","BettySoo and Michael Fracasso at Rockwood Music Hall Stage 3 (November 11, 2016)",0.000204,,,,,"New York",""
28033589,"2016-11-11","Fight Amp with Multicult and Legendary Divorce at Kung Fu Necktie (November 11, 2016)",0.000396,,,,,"Philadelphia",""
28033609,"2016-11-11","Hoots & Hellmouth with Will Overman Band and The Vegabonds at Gypsy Sally's (November 11, 2016)",0.001057,,,,,"Washington","folk"
28033644,"2016-11-11","Big Smo with Haden Carpenter at Scout Bar (November 11, 2016)",0.00235,,,,,"Houston",""
28033669,"2016-11-10","Misery Index, Napalm Death, and The Black Dahlia Murder at Bottom Lounge (November 10, 2016)",0.020902,,,,,"Chicago",""
28033689,"2016-11-11","Clay Walker with David Ball at Stampede Houston (November 11, 2016)",0.023691,,,,,"Houston","contemporary country,country"
28033709,"2016-11-11","The Secret Identities with The Real Numbers and Jason Berk at Ivy Room (November 11, 2016)",4.6e-05,,,,,"SF Bay Area",""
28033729,"2016-11-12","St. Paul and the Broken Bones with Diane Coffee at 9:30 Club (November 12, 2016)",0.016019,,,,,"Washington","soul,southern soul"
28033734,"2016-11-12","Who's Next at Sellersville Theater 1894 (November 12, 2016)",2.7e-05,,,,,"Philadelphia",""
28033739,"2016-11-12","Rhys Chatham and Oneida with Northern Spy, Tredici Bacci, and 1 more… at Park Church Co-op (November 12, 2016)",0.002896,,,,,"New York","avant-garde,minimalist,new york,overtone,usa"
28033744,"2016-11-12","Fight Amp with Primitive Weapons and bbigpigg at Sunnyvale - Brooklyn (November 12, 2016)",0.000405,,,,,"New York",""
28033754,"2016-11-12","Mr. Choade's Upstairs Downstairs with Bradford Scobie As Sir Richard Castle, Trixie Little, and Julie Atlas Muz at The Slipper Room (November 12, 2016)",1e-06,,,,,"New York",""
28033764,"2016-11-12","Ekali at U Street Music Hall (November 12, 2016)",0.001251,,,,,"Washington",""
28033769,"2016-11-12","Gay Marvine with Ron Like Hell and John Barera & Will Martin at Trans-Pecos (November 12, 2016)",0.000186,,,,,"New York",""
28033774,"2016-11-12","Frank Iero and the Patience with The So So Glos and PARTYBABY at Wonder Ballroom (November 12, 2016) (CANCELLED) ",0.002287,,,,,"Portland",""
28033779,"2016-11-12","Katastro with Mouse Powell at HopMonk Tavern - Novato (November 12, 2016)",0.001368,,,,,"SF Bay Area",""
28033784,"2016-11-12","Starro with Joyce Wrice and Tate Tucker at The Roxy Theatre (November 12, 2016)",0.00121,,,,,"Los Angeles",""
28033804,"2016-11-13","Joe Pug at Eddie's Attic (November 13, 2016)",0.009729,,,,,"Atlanta","acoustic,americana,folk,folk rock"
28033814,"2016-11-13","Jonny Porkpie with Sizzle Dizzle at The Slipper Room (November 13, 2016)",0.0,,,,,"New York",""
28033839,"2016-11-13","The California Honeydrops at The Bowery Ballroom (November 13, 2016)",0.001661,,,,,"New York",""
28033844,"2016-11-13","Katie Ekin and Starr Saunders at Hotel Utah Saloon (November 13, 2016)",1.5e-05,,"Available",8.0,8.0,"SF Bay Area",""
28033849,"2016-11-13","Frank Iero and the Patience with The So So Glos and PARTYBABY at The Crocodile (November 13, 2016) (CANCELLED) ",0.002286,,,,,"Seattle",""
28033874,"2016-11-14","Hayden at Swedish American Hall (November 14, 2016)",0.006362,,,,,"SF Bay Area",""
28033899,"2016-11-15","Open Mic Night and Salim Nourallah with Paul Slavens at Sundown at Granada (November 15, 2016)",0.000519,,"Unknown",0.0,0.0,"Dallas - Fort Worth",""
28033909,"2016-11-15","Friday's Foolery at Three Links (November 15, 2016)",1e-06,,"Unknown",0.0,0.0,"Dallas - Fort Worth",""
28033939,"2016-11-16","Frank Iero and the Patience with The So So Glos at The Marquis Theater (November 16, 2016) (CANCELLED) ",0.002287,,,,,"Denver",""
28033944,"2016-11-16","Glitter Gutter with James Habacker, Tansy, Leo, and 1 more… at The Slipper Room (November 16, 2016)",0.002197,,,,,"New York",""
28033959,"2016-11-16","Hayden at Largo at the Coronet (November 16, 2016)",0.006362,,"Available",30.0,30.0,"Los Angeles",""
28033974,"2016-11-17","Frankie Ballard at Exit/In (November 17, 2016)",0.022742,,,,,"Nashville","country"
28033984,"2016-11-17","Amanda Palmer at Boulder Theater (November 17, 2016)",0.015878,,"Available",24.5,27.0,"Denver","alternative rock,dark cabaret,punk cabaret"
28033989,"2016-11-17","Bradford Scobie As Sir Richard Castle at The Slipper Room (November 17, 2016)",0.0,,"Unknown",10.0,25.0,"New York",""
28033994,"2016-11-17","A Live One at Tonic Room (November 17, 2016)",3.8e-05,,"Available",10.0,15.0,"Chicago",""
28033999,"2016-11-17","Dropouts with No-Uh at The Vera Project (November 17, 2016)",0.000192,,"Available",10.0,12.0,"Seattle",""
28034004,"2016-11-17","The Watkins Family Hour at Largo at the Coronet (November 17, 2016)",0.000591,,"Available",30.0,30.0,"Los Angeles",""
28034009,"2016-11-17","Murlo and G!rrl with Bianca Oblivion at Union (November 17, 2016)",0.000761,,"Available",12.0,15.0,"Los Angeles",""
28034014,"2016-11-18","Mindy Smith with Me and Molly at Eddie's Attic (November 18, 2016)",0.009763,,"Available",20.0,26.0,"Atlanta","folk"
28034024,"2016-11-18","Body Language at DC9 Nightclub (November 18, 2016)",0.020088,,,,,"Washington",""
28034029,"2016-11-18","Incantation with Koroidia, Rhythm of Fear, and Reapermanser at Churchill's Pub (November 18, 2016)",0.001568,,"Available",13.0,15.0,"Miami",""
28034034,"2016-11-18","Steve Wynn at Tin Angel at Serrano (November 18, 2016)",0.001796,,"Available",15.0,15.0,"Philadelphia",""
28034054,"2016-11-18","The Happy Dapples at The Walnut Room - Walnut St. (November 18, 2016)",0.0,,"Available",8.0,10.0,"Denver",""
28034064,"2016-11-18","Vonda Shepard at Feinstein's at Hotel Nikko (November 18, 2016)",0.006082,,"Available",40.0,60.0,"SF Bay Area","acoustic,rock"
28034109,"2016-11-19","16th at Villain & Saint (November 19, 2016)",2e-06,,"Available",8.0,12.0,"Washington",""
28034114,"2016-11-19","Ours and Jimmy Gnecco with Zane Carney, Intrepid, and 2 more… at The Bowery Ballroom (November 19, 2016)",0.003373,,,,,"New York","france,français"
28034124,"2016-11-19","Goddamn Gallows with Gallows Bound, The Piss Poor Players, and Matt Woods at Reggie's (November 19, 2016)",0.001259,,"Available",15.0,15.0,"Chicago",""
28034139,"2016-11-19","Mr. Choade's Upstairs Downstairs with James Habacker, Jelly Boy the Clown, Chris Harder, and 2 more… at The Slipper Room (November 19, 2016)",8.3e-05,,"Available",20.0,20.0,"New York",""
28034144,"2016-11-19","Nolatet at Hungry Brain (November 19, 2016)",1.3e-05,,"Available",12.0,15.0,"Chicago",""
28034149,"2016-11-19","Animal Years with Graveyard Lovers at Mercury Lounge (November 19, 2016)",0.000158,,"Available",10.0,12.0,"New York",""
28034154,"2016-11-19","Vonda Shepard at Feinstein's at Hotel Nikko (November 19, 2016)",0.006082,,"Available",40.0,60.0,"SF Bay Area","acoustic,rock"
28034174,"2016-11-19","Bubba Sparxxx with Jelly Roll at The Catalyst (November 19, 2016)",0.027587,,"Available",22.0,22.0,"SF Bay Area","hip hop,hip hop rnb and dance hall"
28034179,"2016-11-20","Fred Penner at Uptown Chabad (November 20, 2016)",0.000741,,"Available",15.0,20.0,"Toronto",""
28034189,"2016-11-20","The Chris Robinson Brotherhood at 9:30 Club (November 20, 2016)",0.003301,,"Available",25.0,25.0,"Washington",""
28034214,"2016-11-20","Mike Gordon at Park West - Jam Productions (November 20, 2016)",0.002392,,"Available",30.0,30.0,"Chicago","rock"
28034224,"2016-11-20","Slander and NGHTMRE with Habstrakt and L.D.R.U at Concord Music Hall (November 20, 2016)",0.004434,,,,,"Chicago",""
28034249,"2016-11-21","Ratboys, Meristems, and New Holland at Hungry Brain (November 21, 2016)",0.000183,,,,,"Chicago",""
28034254,"2016-11-22","Open Mic Night and Salim Nourallah with Paul Slavens at Sundown at Granada (November 22, 2016)",0.00051,,"Unknown",0.0,0.0,"Dallas - Fort Worth",""
28034259,"2016-11-22","Friday's Foolery at Three Links (November 22, 2016)",1e-06,,"Unknown",0.0,0.0,"Dallas - Fort Worth",""
